conditionCode,conditionName,applicable_gender,pediatric_assessment,presentingComplaint1,presentingComplaint2,presentingComplaint3,presentingComplaint4,presentingComplaint5,presentingComplaint6,presentingPart1,presentingPart2,presentingPart3,presentingPart4,presentingPart5,presentingPart6,assessmentQuery1,assessmentQuery2,assessmentQuery3,assessmentQuery4,assessmentQuery5,assessmentQuery6,assessmentQuery7,assessmentQuery8,source,auxilliaryQuery1,auxilliaryQuery2,auxilliaryQuery3,prevalence_DecisionWeight
C552,Aortic Disease ,All,FALSE,"Chest or back pain, often described as ""tearing"" or ""ripping"" in nature",fever,malaise,High blood pressure,"Abnormal pulse, palpitation",,All,Chest,feet,NIL,NIL,,"Have you experienced sudden, severe chest or back pain?","Do you have a history of high blood pressure, cholesterol, or smoking?",Have you noticed any changes in your pulse or experienced any leg pain when walking?,"How did your symptoms start, were they sudden or gradual?",Have you experienced any recent infections or fevers?,Were you involved in an accident that caused trauma to the parts in which you are currently  experiencing pain in?,NIL,NIL,,,,,
C553,Tinea Capitis,All,FALSE,Patchy hair loss ,Scaling and redness of the scalp,Itching of the scalp,"Tender, swollen areas on the scalp",Lymph node enlargement around the neck,,Scalp,NIL,NIL,NIL,NIL,,Have you noticed any patches of hair loss or scaling on your scalp?,Is the affected area itchy or painful?,Did you symptoms get any better upon treatment with application of anti dandruff shampoos?,Has any other family member or close contact experienced similar scalp problems?,Have you noticed any degradation of quality in the scalp or hair appearance after noticing the initial symptoms?,NIL,NIL,NIL,,,,,
C554,Rabies,All,FALSE,"gitation, confusion, hallucinations",paralysis as the disease progresses,Fear of air and water,Excessive salivation,Difficulty swallowing,,All,NIL,NIL,NIL,NIL,,Have you been bitten or scratched by an animal recently?,Was the animal that bit or scratched you acting strangely or showing signs of illness?,Are you experiencing unexplained fear or anxiety when attempting to drink fluids?,Do you have difficulty swallowing or spasms in your throat when trying to swallow?,Did the animal that bit/ scratched you alive for the next 15 days?,Are your symptoms improving on its own with time?,NIL,NIL,,,,,
C555,Guillain-Barré Syndrome,All,FALSE,Weakness and Tingling hands and/or feet,Rapidly increasing muscle weakness,Difficulty with facial movements,Difficulty Breathing,Loss of Reflexes,,All,NIL,NIL,NIL,NIL,,Did the weakness or tingling start in your feet or legs and then spread to other parts of your body?,"Have you experienced any difficulties with facial movements, such as smiling, chewing, or swallowing?",Are you experiencing any shortness of breath or difficulty breathing?,"Did your symptoms start after a respiratory infection, flu-like illness, or diarrhea?",Have you recently received any vaccinations?,How quickly did the weakness or tingling sensations progress?,Have you noticed any fluctuations in your heart rate or blood pressure?,NIL,,,,,
C556,Fecal Incontinence in adults,All,FALSE,Involuntary soiling ,"sudden, intense urge to have a bowel movement",Leakage of stool without awareness,Constipation,Diarrhoea,,Gastrointestinal tract ,Abdomen ,NIL,NIL,NIL,,Do you experience unexpected leakage of stool?,How often do you experience these episodes?,Have you noticed any soiling of your underwear without feeling it?,"Do you struggle with constipation or have hard, infrequent bowel movements?",Do you experience loose and watery motions often?,Have you had any surgeries or childbirth injuries that might have affected your pelvic floor?,"Have you been diagnosed with any conditions such as diabetes, multiple sclerosis in the past or had a stroke?",NIL,,,,,
C557,Extrapulmonary Tuberculosis,All,FALSE,"Unexplained evening fever, often accompanied by night sweats and weight loss",Feeling swollen mass under skin (lymph node enlargement),Persistent and painful swelling of joints (tb arthritis),Back pain and stiffness (spine tb),"Frequent urination, pain during urination, blood in urine (genitourinary TB)",,Bones,Spine,Genitourinary tract,Brain,Joints,,"Have you had prolonged fever which rises especially in evening, night sweats, or unexplained weight loss?",Have you noticed any lumps or swelling in your neck or other parts of your body that don't go away?,Are you experiencing any changes in your ability to urinate or notice blood in your urine?,Have you been previously diagnosed with TB or received treatment for TB?,"Do you have any underlying health conditions that might affect your immune system, such as HIV?",Are you currently or were previously on steroid medication?,Have you been in close contact with someone diagnosed with tuberculosis?,NIL,,,,,
C558,Hemolytic Anemia,All,FALSE,Fatigue and weakness,Breathlessness,Increased heart rate and palpitation?,Yellowing of skin,"Dark-Colored Urine, Dizziness",,All,Skin,NIL,NIL,NIL,,"Do you feel more tired or weak than usual, even after resting?",Do you experience shortness of breath or an increased heart rate during activities that you previously found easy?,"Have you noticed any unusual color changes in your skin or eyes, such as yellowing?",Do you currently or have history of smoking?,Do you have a family history of anemia or presentation of similar symptoms?,Have you experienced any episodes of severe abdominal or back pain?,"Do you have a healthy diet, do you often eat green leafy vegetables?",NIL,,,,,
C559,Miscarriage,All,FALSE,Vaginal bleeding,Abdominal pain,Tissue passing from vagina,"No longer experiencing pregnancy symptoms, such as nausea and breast tenderness",Back pain ,,Vagina ,Pelvis ,Breast,Back,NIL,,Have you experienced any significant increase in vaginal bleeding or spotting?,Have you passed any tissue or clots from the vagina? ,"Have your pregnancy symptoms, such as nausea or breast tenderness, recently decreased or suddenly stopped?",Have you had any previous miscarriages or complications in past pregnancies?,"Were you exposed to any potential risk factors for miscarriage recently, such as trauma, high fever, or exposure to harmful substances, such as recreational drugs?",How far along is your pregnancy?,Have you been under significant stress?,NIL,,,,,
C560,Bulimia Nervosa,All,FALSE,Episodes of Binge Eating," behaviors such as self-induced vomiting, excessive use of laxatives or diuretics, fasting, or excessive exercise",intense fear of gaining weight,"Tooth enamel erosion, cavities, and tooth sensitivity due to frequent vomiting",acid reflux or irregular bowel movements,,All,NIL,NIL,NIL,NIL,,"Do you find yourself eating large amounts of food in a short period, feeling that you can't control what or how much you're eating?","After eating, do you feel compelled to vomit, exercise excessively, or use laxatives to control your weight?","Have you experienced any dental problems, such as tooth decay or sensitivity?","Do you often feel guilty, ashamed, or depressed after eating?",Have you noticed any changes in your menstrual cycle?,Have you lost a lot of weight in a very short span of time?,NIL,NIL,,,,,
C561,Gangrene,All,FALSE,Change in colour of skin from normal to red then brown then purple and then black,Swelling or the formation of blisters,"Sudden, severe pain followed by a feeling of numbness",Foul-smelling discharge,Cold and pale skin,,Foot ,Hand ,All skin,NIL,NIL,,"Have you noticed any changes in the color of the skin in a specific area, particularly turning dark?",Do you have any areas on your body that feel unusually cold or numb?,Is there any foul-smelling discharge or swelling in the affected area?,"Do you have any underlying conditions such as diabetes, atherosclerosis, or any circulation problems  or have family history of it?","Have you recently had any injuries, surgeries, or frostbite in the affected area?","Are you experiencing symptoms of infection elsewhere in your body, such as fever or chills?",Do you currently or have history of smoking?,NIL,,,,,
C562,Cellulitis and Erysipelas,All,FALSE,"Red, swollen area on skin ",Warmth over affected area,Pain and tenderness at the site of affected area,Fever and chills ,formation of lesion (blister) over affected area,,Face ,Legs,All,NIL,NIL,,Is the affected area red and swollen with a clear boundary? (if clear boundary- erysipelas; If less defined cellulitis),Does the skin feel warmer than the surrounding areas?,Did the skin change appear suddenly and has it been spreading?,"Have you had any cuts, scratches, or insect bites in the affected area?",Do you have any chronic conditions such as diabetes or circulation problems or have family history of it?,"Have you noticed any blisters or lesions within the red, swollen area?",NIL,NIL,,,,,
C563,Toxic Shock Syndrome,All,FALSE,High Fever,Rash on palm or soles,lightheadedness or fainting,Vomiting or Diarrhea,Confusion or Altered Mental Status,,All,Palm and sole,Brain,NIL,NIL,,Did you experience a sudden high fever and a rash that looks like a sunburn?,Did you experience a sudden high fever and a rash that looks like a sunburn?,Do you leave tampons on for extended amount of time?,Have you recently had a wound that could not get proper care or had a surgery recently?,"Besides the fever and rash, have you had episodes of vomiting, diarrhea, or both?","Do you feel unusually tired or confused, more than what you would expect from a regular illness?","Is your rash present along with symptoms like confusion, dizziness, lightheadedness and fever?",NIL,,,,,
C564,Tetanus,All,FALSE,"Difficulty in opening and closing of mouth, difficulty swallowing ",General muscle stiffness ,"Severe, painful spasms that can affect breathing and posture",Fever,Rapid heart rate,,Jaw,Muscles ,NIL,NIL,NIL,,"Have you had any cuts or wounds recently, especially ones that were in contact with soil or rust?",Did you have tetanus booster vaccinations in the last 5 years?,"Have you noticed an increase in muscle spasms or stiffness, particularly after a recent injury?",Do the muscle spasms get worse when you are startled or exposed to loud noises?,Have you experienced any fever or sweating along with muscle stiffness or spasms?,Were there any attempts to clean or treat the wound (if any) after the injury occurred?,Have your symptoms been increasing in terms of areas affected and its intensity?,NIL,,,,,
C565,Trachoma,All,FALSE,Discharge from eye,Itchy and Irritated Eyes,Feeling bumps inside the upper eyelid ,Increased sensitivity to light,"Blurred vision, difficulty opening eye (due to scarring)",,Eyes,NIL,NIL,NIL,NIL,,Have your family members or people in close contact to you have also experienced similar symptoms?,Have you noticed any changes in your vision or the appearance of your eyelids and eyes?,Have you observed any white or pale follicles on the inside of your upper eyelids?,Do you wear contact lenses?,Have you observed any white or pale follicles on the inside of your upper eyelids?,Do you have any known allergies and do they cause similar symptoms?,Are the symptoms present in both your eyes?,NIL,,,,,
